track_id,track_name,artist_id,artist_name,album_id,album_name,release_date
51xUartdwQzXmtrwHyXRVp,On My Own,4UxLFBvSr4xMDpHe1lrLrH,Ross Lynch,1g0o05ehdpvoEYfhMXvW9P,Teen Beach 2 (Original TV Movie Soundtrack),2015-01-01
2Ufj0ddV1F1hJ7zR1IKFj0,That's What I Like,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,448wm5P51YzNOi5RnNdi3F,Happy Songs,2022-12-02
0HhF95iI9ScbDDEDKZITFH,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",04gDigrS5kc9YWfZHwBETP,Maroon 5,4SKjR5h4bkN68UlkdSnF6j,New Year's Eve Party 2022,2022-12-01
7svpAkwc6xaSxlbZ7V7JiS,i was all over her,0pg0Zm8FsGAYy5kdHuBnSo,salvia palth,23KJrzHF1IBfjzpRgTtaJx,melanchole,2013-01-01
7ri0aUbwDcItOnQbywEGU5,Follow,4TnGh5PKbSjpYqpIdlW5nz,Monsta X,3s5WpeDw4JOec54wEgmJBy,FOLLOW - FIND YOU,2019-10-28
3VvO1fggecw48O7kwLrVbT,Last Friday Night (T.G.I.F.),6jJ0s89eD6GaHleKKya26X,Katy Perry,1hs5FInZ5dIwEmdfrtU8x1,Caminata con besties,2022-12-02
3oL3XRtkP1WVbMxf7dtTdu,The One That Got Away,6jJ0s89eD6GaHleKKya26X,Katy Perry,5BvgP623rtvlc0HDcpzquz,Teenage Dream: The Complete Confection,2012-03-12
0wHFktze2PHC5jDt3B17DC,First Class,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,2eE8BVirX9VF8Di9hD90iw,Come Home The Kids Miss You,2022-05-06
3pio4YrEFmfP2rPrL0tUvx,FRIKI,2LRoIwlKmHjgvigdNGBHNo,Feid,5FA0tRYFkY3kG5jhTU9VB9,Venga le digo,2022-12-02
02PX5nHfB0Xg92XImhBJ2h,We Don't Talk Anymore,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,586nbqBOPlCmArotNs4vM8,Chill Winter Songs,2022-12-02
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,15yvc643iYfQtb6zh9NEJo,A Thousand Years,2011-10-18
0Kz9aGVgFvndWkcaiylIt5,Warm Winds (feat. Isaiah Rashad),7tYKF4w9nC0nq9CsPZTHyP,SZA,2qCyMMQ785sPH4Yx25GQZ8,Z,2014-04-08
5BrTUo0xP1wKXLJWUaGFtk,Loyal (feat. Lil Wayne & Tyga),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,3LByoNjO4gbuX5D0u26LDY,X (Expanded Edition),2014-09-16
0am001WwFBVGDGLwRh3ixi,Rather Be (feat. Jess Glynne),6MDME20pz9RveH9rEXvrOM,Clean Bandit,4a6DxkhmMvvEdPXxm4ergN,New Eyes,2014-06-02
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,7CajNmpbOovFoOoasH2HaY,Calvin Harris,3pEgGUv379EDinvg1TN7Kt,This Is What You Came For,2016-04-29
4tB6ApBRk7JEBKet5mRFF3,Tampa,3jAZsSIIA8HLjxR99biJyx,Cico P,27gsXWvDKDGRRaEiqxGuP2,Bonfidential Files,2021-01-08
3rfhI32Il2hVRKDkuGeeen,Hey Baby (Drop It to the Floor) (feat. T-Pain),0TnOYISbd1XYRBk9myaseg,Pitbull,4rG0MhkU6UojACJxkMHIXB,Planet Pit (Deluxe Version),2011-06-17
5ewERIcpsN6bNQTuqlV1Va,That's What I Like,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,6zXmGM2NhYOnLbtvByRRRq,Pop Deluxe,2022-12-02
1Lim1Py7xBgbAkAys3AGAG,Lean On,738wLrAtLtCtFOLvQBXOXp,Major Lazer,4pCLlUxlKj3pNVdBtFyhrU,Peace Is The Mission (Extended),2015-11-27
2xlV2CuWgpPyE9e0GquKDN,Someone To Stay,77BznF1Dr1k5KyEZ6Nn3jB,Vancouver Sleep Clinic,7mhJTJjSZtFVDZwR7CU9xC,Revival,2017-04-07
6bnF93Rx87YqUBLSgjiMU8,Heartless,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,4yP0hdKOZPNshxUOjY0cZj,After Hours,2020-03-20
4ak9GGe6afmi2HbxEjvhIC,Male Fantasy,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0JGOiO34nwfUdDrD612dOp,Happier Than Ever,2021-07-30
4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),2LIk90788K0zvyj2JJVwkJ,Jack Harlow,5g2INX6dnMIJG0xKygXwF3,Thats What They All Say,2020-12-11
0wfpSAloBATpRUtSxL1fXw,Rainberry,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,1DF9B2hfwX4EdgEFwGcRwh,Icarus Falls,2018-12-14
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),21UPYSRWFKwtqvSAnFnSvS,Amaarae,4q4rHdKxyCzxuQrPcdjPyC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),2021-09-16
5expoVGQPvXuwBBFuNGqBd,Hurt,6HvZYsbFfjnjFrWF950C9d,NewJeans,1HMLpmZAnNyl9pxvOnTovV,NewJeans 1st EP 'New Jeans',2022-08-01
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,6LuN9FCkKOj5PcnpouEgny,Khalid,6kf46HbnYCZzP6rjvQHYzg,American Teen,2017-04-27
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),02kJSzxNuaWGqwubyUba0Z,G-Eazy,1VAc77UvK5wj8ZSWCo3V2b,The Beautiful & Damned,2017-12-15
6PnluwP0fjGnpIBsqTdUTq,Pretty When You Cry,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,1ORxRsK3MrSLvh7VQTF01F,Ultraviolence (Deluxe),2014-01-01
73CMRj62VK8nUS4ezD2wvi,Set Fire to the Rain,4dpARuHxo51G3z768sgnrY,Adele,0Lg1uZvI312TPqxNWShFXL,21,2011-01-24
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,06HL4z0CvFAxyc27GXpf02,Taylor Swift,6DEjYFkNZh67HP7R9PSZvv,reputation,2017-11-10
3YEbLhXRDPTtctnb3ddg8g,Big Ole Freak,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,26jEIrN7WSAnVQXXUmLRSN,Tina Snow,2018-12-21
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",7CajNmpbOovFoOoasH2HaY,Calvin Harris,2HaqChIDc5go3qxVunBDK0,Funk Wav Bounces Vol.1,2017-06-30
3RauEVgRgj1IuWdJ9fDs70,The Man,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1NAmidJlEaVgA3MpcPFYGq,Lover,2019-08-23
3m8CQnnfJJp4eQMWWl3zay,Drank in My Cup,2r8r62VGJKGi463aH1HJUZ,Kirko Bangz,7tivRA9WDD0rWVazWm2pFS,Drank in My Cup,2011-09-16
1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,6KImCVD70vtIoJWnq6nGn3,Harry Styles,5r36AJ6VOJtp00oxSkBZ5h,Harry's House,2022-05-20
3vLByi1CdmNJPpTtOdKqAQ,Wish on an Eyelash,4OSArit7O2Jaj4mgf3YN7A,Mallrat,52jN5oOP2tn7TnL8PNoT8Z,Butterfly Blue,2022-05-13
6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,6oMuImdp5ZcFhWP0ESe6mG,Migos,7fd7SEK25VS3gJAUgSwL6y,Culture II,2018-01-26
2yjlYDiNiQkdxVqTlaSrlX,Super Freaky Girl,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,1ia27ME4iQkoIyUHBnJqX6,Queen Radio: Volume 1,2022-08-26
5lehoWkVPujeOAwb8BO0uK,Only,6fOMl44jA4Sp5b9PpYCkzz,NF,46xdC4Qcvscfs3Ai2RIHcv,The Search,2019-07-26
3g0mEQx3NTanacLseoP0Gw,Takeaway,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,01GR4NL5O5CZM51k0aejKD,World War Joy,2019-12-06
7xapw9Oy21WpfEcib2ErSA,Mistletoe,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63MKT9hwmiMFFdFp5SdB1p,Under The Mistletoe (Deluxe Edition),2011-01-01
1nVLAEzhBXMJLR5zAl90Nl,Crazy Girl,6eKWqnckwdIlSnjaYgIyxv,Eli Young Band,7DYy5TiODoqnZbZ2o6KcmV,Life At Best,2011-01-01
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,6Kssm2LosQ0WyLukFZkEG5,Demi,2013-01-01
2JvWoj5bTklsb6fPzRfZ3x,New Shapes (feat. Christine and the Queens and Caroline Polachek),25uiPmTg16RbhZWAqwLBy5,Charli XCX,3oFHBiIriBPXysgMbeaUVY,New Shapes (feat. Christine and the Queens and Caroline Polachek),2021-11-04
1KrbyobM5esvmXtJY9apU9,Happier,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,586nbqBOPlCmArotNs4vM8,Chill Winter Songs,2022-12-02
2fB7lXyUv6pVLintdmxuuU,White Christmas - Live,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2nSU61mdU7EX8s2juGOSqF,Kerst Top 40,2022-12-01
1s70cjkrdj9lpEeQQlmS9l,Die a King,26JloX1vHxGGrGUVeMItFJ,iamjakehill,60tzyfHtJFQxHBS4So4t8J,Spectrum,2017-10-26
1v3lhrZEsOcazqR2QIyyRu,De Una Vez,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,2jGa3OwXatFYQAIS7OV7k9,Revelación - EP,2021-03-12
0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,2TvfE8CY37OQIPVGcWYpEA,Don't Be Shy,2021-08-12
6HThifg9H2JcLTEb3YFaQ7,2step,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6kCTt5IkoNtHKtVg2N6aZ0,Winter Hits,2022-12-02
5gmkw2031VVIboYqPIjSWB,1 Scale (feat. G Herbo),3HiuzBlSW7pGDXlSFMhO2g,Young Dolph,5LURLNXIyqBHpe5vvRTKHY,Rich Slave,2020-08-14
1BCXUbnU0486n4eeTyyVIj,Loser,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,5Jk4Eg7pxYhDrWJCVVzmMt,CHARLIE,2022-10-06
2R8MZR1RCP4cIJITHDPRbY,Favorite (Vampire),7f4ignuCJhLXfZ9giKT7rH,NCT 127,5LbnQtyHBfJUCigA08llHX,Favorite - The 3rd Album Repackage,2021-10-25
1qG8qq6j35uCVU56NU4bHx,No Time To Die,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2WbKgiuyMXTMZgrFtww9Uc,Winter Vibes 2022,2022-12-01
5MMZJtHOiH1RmQSSe3DJdg,Sleep On The Floor,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,2zbTrm2pIAErzFSopinkbN,Cleopatra,2016-04-08
081Shn2hU3YxvQmGaCPegr,Unloyal (with Ari Lennox),57LYzLEk2LcFghVwuWbcuS,Summer Walker,4lPqFAvgmG97pxyxQsyCQx,Still Over It,2021-11-05
1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,2FXGUAESmG5l9YPrzWPvHI,PARTYNEXTDOOR 3 (P3),2016-08-12
0k4d5YPDr1r7FX77VdqWez,You Right,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1nAQbHeOWTfQzbOoFrvndW,Planet Her,2021-06-25
4fINc8dnfcz7AdhFYVA4i7,It Girl,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,31tCg5RXhY5jpagfCPcQa2,Future History (Deluxe Edition),2011-09-16
01D0ZkMBKdygVz55XZM6h8,I'll Keep Loving You,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,1I355BQqbFfa6hCClHO7cd,All Day Ballads,2022-12-02
0KmgJyW4GDgonqsoyx0CZ3,Astronomy,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,4vs2JiaS6RjyxMcl0MvxLk,Astronomy,2021-05-07
7tKbr7B4PH0zRLOqgcMoch,Cupid's Quiver,2Tglaf8nvDzwSQnpSrjLHP,Cuco,1rQys03txxThcRZLofLlHY,wannabewithu,2016-07-09
5A3fPy30SN2wuzrahpcxvV,"Don't Give Up On Me - (From ""Five Feet Apart"")",2oX42qP5ineK3hrhBECLmj,Andy Grammer,20mlgqmD6YJwkNuAfLRcDC,Naive,2019-07-26
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2014-05-19
2gTdDMpNxIRFSiu7HutMCg,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,0bJIHF1Or1YBLFBMwv53K2,Hotel Diablo,2019-07-05
3fqBhOtYA62A5D20j8OaQY,I'll Be Waiting,49jTY62Cpw3RYo4dLuG43W,Cian Ducrot,4oCwYpB91xHHFEVlbcVOaR,I'll Be Waiting,2022-11-10
4XcxgZSriCYamtIA7BgT7V,BTBT,0UntV1Bw2hk3fbRrm9eMP6,B.I,6z2Ij8op0iB16BnmrCy0vH,BTBT,2022-05-13
05ht6LtilQXryLlGAKH208,Belong to the City,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,6s2isojT7rGZUgJyymjjKU,PARTYNEXTDOOR TWO,2014-07-29
3pXF1nA74528Edde4of9CC,Don't,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,6eZdwrhB97A3EYx9QppGfl,T R A P S O U L,2015-10-02
1PNs0uGru3TcrA94kpyGnc,Do We Have A Problem?,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,1fDcx48pkgRmOXQ3weT0ct,Do We Have A Problem?,2022-02-04
0ZNU020wNYvgW84iljPkPP,mirrorball,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2fenSS68JI1h4Fo296JfGr,folklore,2020-07-24
6G12ZafqofSq7YtrMqUm76,Monotonía,0EmeFodog0BfCgMzAIvKQp,Shakira,5pJtcJojr98hbb6KF0ImMe,Monotonía,2022-10-19
4t9a07PAghtQMRAIP9FQ7Z,Soltera - Remix,47MpMsUfWtgyIIBEFOr4FE,Lunay,46xbsFOp9g1WqTidQEs7YT,Épico,2019-10-25
51QEyJI5M7uyd8DOh9tqQY,Buzzcut Season,163tK9Wjr9P9DmM0AVK7lm,Lorde,0rmhjUgoVa17LZuS8xWQ3v,Pure Heroine,2013-09-27
6OCQycuAmKXG6rhQQrkiFK,otra vez,2LRoIwlKmHjgvigdNGBHNo,Feid,5MzG1xatQfY7MOpvzeoqFc,De Cumpleaños en Felicilandia,2022-12-02
0SRPuTnr5QOKRoIxMvvlgK,Vampire,6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,1BubKJqf6Uc4fNae5kLJJ7,What Could Possibly Go Wrong,2020-07-31
1abvxNfjrjywrfD1mju8Mf,The Christmas Song,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2AzPf99SzcCmfEv9EB94C0,A un pasito de las fiestas,2022-11-25
0qOCy2LqvdkMora7eZsJhQ,From the Subway Train,6ft7JnxMyZhp7N52qzHymY,Vansire,7CESHttY9U97FElD5JAXSW,Angel Youth,2018-04-26
5Z6MRA9MxFXFcrRRYOFEeJ,Grenade - Acoustic,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,5pIcnL1PIGFMwLIAdKQRJj,If You Love Her - Easy Acoustic,2022-12-02
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),3TVXtAsR1Inumwj472S9r4,Drake,6OQ9gBfg5EXeNAEwGSs6jK,Dark Lane Demo Tapes,2020-05-01
6A8NfypDHuwiLWbo4a1yca,New Genesis,6mEQK9m2krja6X1cfsAjfl,Ado,7Ixqxq13tWhrbnIabk3172,UTA'S SONGS ONE PIECE FILM RED,2022-08-10
2Pxu89DXWBu3GIoVRcWaG5,VACAXIONES,2LRoIwlKmHjgvigdNGBHNo,Feid,4QSBy5USkxY6DTElFYdZWv,Perreo para el frío,2022-12-02
48CKzGWOC65n8a8kdANJV8,Only Love Can Hurt Like This - Slowed Down Version,4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,1xtXcIxBOXAGZYCUIs6EUG,Only Love Can Hurt Like This (Slowed Down Version),2022-02-28
3K9IrLs25jHtvWjAAFAfav,Gotta Move On (feat. Bryson Tiller),59wfkuBoNyhDMQGCljbUbA,Diddy,0JZyDPMrhPEnsuJEbVymJJ,Gotta Move On (feat. Bryson Tiller),2022-06-17
6bdFbw9THAMceZtkPWXu8e,No Worries,55Aa2cqylxrFIXC767Z865,Lil Wayne,6Pqlfg42Sc3ElNuyt5NUiK,I Am Not A Human Being II (Deluxe),2013-01-01
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,3vLaOYCNCzngDf8QdBg2V1,Uptown Special,2015-01-12
7GPstnufSTScEaw9dMxO9H,Childs Play (feat. Chance the Rapper),7tYKF4w9nC0nq9CsPZTHyP,SZA,2qCyMMQ785sPH4Yx25GQZ8,Z,2014-04-08
4h90qkbnW1Qq6pBhoPvwko,Sidewalks,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25
2fRQhS4IlwocpmISZYZZO0,The Christmas Song (Chestnuts Roasting On An Open Fire),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,6E5c4YVsq2GaSgWHmU1vGh,Christmas Feels,2022-12-02
6zNtxQT6wSBgHD55zyxuWf,Only Thing I Ever Get For Christmas,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,67Q0Yig970zWS0TRaQqL4J,Kerst Hits Top 100,2022-12-02
6YuFv5d7iGeNnFMu6xphZl,Sober,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,3EyDuWSBOZGl5CAlBkSrOE,Kauai,2014-10-03
0k4d5YPDr1r7FX77VdqWez,You Right,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1nAQbHeOWTfQzbOoFrvndW,Planet Her,2021-06-25
4H5ZC6SeWOWloeMRAFsZyC,Beg for You,25uiPmTg16RbhZWAqwLBy5,Charli XCX,4KTpUO6q5ALODe5BFxfJ4l,Poptimistic Hits,2022-11-25
3DZQ6mzUkAdHqZWzqxBKIK,Loveeeeeee Song,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,4eddbruVtOqw8khwxSH6H2,Unapologetic (Deluxe),2012-12-11
3CAX47TnPqTujLIQTw8nwI,Old Pine,5schNIzWdI9gJ1QRK8SBnc,Ben Howard,57PgT4iuDurzlJnkYjrpce,Every Kingdom,2011-01-01
0eNfURq0r0oNSwFyw1VuVT,Looking For Somebody (To Love),3mIj9lX2MWuHmhNCA7LSCW,The 1975,6dVCpQ7oGJD1oYs2fv1t5M,Being Funny In A Foreign Language,2022-10-14
3SjaE7SExrVnRZi45KXT3O,You Make It Feel Like Christmas (with Blake Shelton),4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,0xXKtxOYqLBTjcefyh8Oz8,You Make It Feel Like Christmas (Deluxe Edition - 2020),2020-10-23
0HItcI6qN6Dr4MC3CZryQh,Gimme Love,3MZsBdqDrRTJihTHQrO6Dq,Joji,5EzDhyNZuO7kuaABHwbBKX,Nectar,2020-09-25
7yNf9YjeO5JXUE3JEBgnYc,Babydoll,6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,05jbNkYoEQdjVDHEHtg1gY,"Don't Forget About Me, Demos",2018-10-16
1HA2V2EfAgJUBVOju4YfiB,Just A Stranger (feat. Steve Lacy),1U1el3k54VvEUzo3ybLPlM,Kali Uchis,4EPQtdq6vvwxuYeQTrwDVY,Isolation,2018-04-06
34ZAzO78a5DAVNrYIGWcPm,Shirt,7tYKF4w9nC0nq9CsPZTHyP,SZA,6Kqm5aSp69hTaOHTx38hsD,Shirt,2022-10-28
79MSEdtXuudhGhC5AtG07g,Break from Toronto,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,4EZoN6mRXNcGxHXZC2doJH,PARTYNEXTDOOR,2013-07-01
22I3h5AOENlH4CqXJsEbFR,Collide (feat. Tyga),0jUQSUOcM7lxVn5eVGTkzQ,Justine Skye,2LbrGt2oc08xV8IDJvLzYi,Collide (feat. Tyga),2014-08-25
1cay6FihqBMcnaYWhipPgp,Rescue,67qogtRNI0GjUr8PlaG6Zh,Zeds Dead,0M5oUKrfgJtfZUKdFsC4VZ,We Are Deadbeats (Vol. 4),2020-01-14
5YMXGBD6vcYP7IolemyLtK,Euphoria,3Nrfpe0tUJi4K4DXYWgMUX,BTS,43wFM1HquliY3iwKWzPN4y,Love Yourself 結 'Answer',2018-08-24
6bpq1jGkVz66Q3LYeoXdjZ,SCOOP (feat. Doja Cat),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,6pOiDiuDQqrmo5DbG0ZubR,MONTERO,2021-09-17
4BreyjJu4w5EUhTKPIQymq,Uncomfortable,0NIPkIjTV8mB795yEIiPYL,Wallows,7wBwFsf0eqNyFVq5f53OyG,Uncomfortable,2017-09-13
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,7i9j813KFoSBMldGqlh2Z1,Riton,39qsmsNRXjVaFqTZj9af0j,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15
6WmIyn2fx1PKQ0XDpYj4VR,Love It If We Made It,3mIj9lX2MWuHmhNCA7LSCW,The 1975,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships,2018-11-30
5DqdesEfbRyOlSS3Tf6c29,It's You,4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,63Kr9mdWxT7mB2AKgf4rCa,YOU,2019-11-08
1gCOEvBnKA3TwMlLgfznef,Overpass Graffiti,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,0pKi4d2cz3Cp5XDuCF32U5,El Top 2022,2022-12-02
09AvsbivV1FQBRAEBJh7UL,High,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4nZ4dv1XvDE25Lf2MFhOqA,So Far So Good,2022-06-08
50iiDJGpAPdr2VTrz999XA,House Of Balloons / Glass Table Girls,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,5EbpxRwbbpCJUepbqVTZ1U,Trilogy,2012-11-13
1pNdY2s6NVUEU9CrSH9CH8,Unholy (feat. Kim Petras) - Dxrk ダークRemix,2wY79sveU1sp5g7SokKOiI,Sam Smith,799ATXFWL3DV7EucOBCaiq,Unholy (feat. Kim Petras) [Dxrk ダークRemix],2022-11-21
4SFknyjLcyTLJFPKD2m96o,How You Like That,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,71O60S5gIJSIAhdnrDIh3N,THE ALBUM,2020-10-02
6I2tqFhk8tq69iursYxuxd,HOT,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,4lfFgz2rD1irxf7dZhNJht,SEVENTEEN 4th Album 'Face the Sun',2022-05-27
2mvabkN1i2gLnGAPUVdwek,Christmas Tree Farm,06HL4z0CvFAxyc27GXpf02,Taylor Swift,5JnnrTE35MQagEnEkFthiF,Christmas Tree Farm,2019-12-06
4ZkGNzavB3e5mPpEP8HUjB,Queen Of Peace,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,2btszoya78vyT8fwelmVnz,"How Big, How Blue, How Beautiful",2015-06-01
7hU3IHwjX150XLoTVmjD0q,MONEY,5L1lO4eRHmJ7a0Q6csE5cT,LISA,66OYt73mqan1hWa78BhfPd,LALISA,2021-09-10
43vosFrRwahf1YOCvYHF48,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,4ZFinvQLnTMtGhqTOhkn0s,Electro Fest Mood,2022-12-02
7H32hAH6Kd76joCL1Lben5,2002 - KREAM Remix,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,0fv4FQvMBKFjZyvbIBIosa,Sun Goes Down - Modern Dance Pop Classics,2022-11-25
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),4sTQVOfp9vEMCemLw50sbu,Galantis,6kBuGNoOGE7uiPhN82dcJ1,Heartbreak Anthem (with David Guetta & Little Mix),2021-05-20
5poS8LyxohSACjuIZ61EyS,Hey Kids,0pxhu7zSqPjBTUWMl6piHF,Molina,2w5lbvxycNKqfGSrWgmDpI,Hey Kids,2018-04-20
2IePEfMAtqWS6rLXXFZIgI,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",6MPCFvOQv5cIGfw3jODMF0,Internet Money,1arPptaPtDyBisMtMBe2q6,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2021-05-13
2qEoAz0i6yEz5dPggABcLH,Una Vaina Loca,7wU2WGCJ8HxkekHHE2QLul,Fuego,1I92y0NxYT4cUYSQePekyM,Una Vaina Loca,2021-10-21
2SKL92TpwnsyodjlaUrFbF,I'm Good (Blue),1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,4KTpUO6q5ALODe5BFxfJ4l,Poptimistic Hits,2022-11-25
4FWjTmHdXxFzNTBUdtBkaX,Under the Milky Way,5WUlDfRSoLAfcVSX1WnrxN,Sia,2dex9zSJC6YzPH3XMCmVGu,Take It Back - Acoustic Hits,2022-12-02
1MONUudxAjEk76FJvzGhuD,Like You Do,3MZsBdqDrRTJihTHQrO6Dq,Joji,5EzDhyNZuO7kuaABHwbBKX,Nectar,2020-09-25
5LYY4daPvfaLmpFWYIErEb,Hot in It,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,69h6pROLyGjeu2o3OThtrF,Maximum - Perfect Mix,2022-11-25
5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,0JGOiO34nwfUdDrD612dOp,Happier Than Ever,2021-07-30
2PIvq1pGrUjY007X5y1UpM,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,61Ba3txRZWfiX6ZTEZlFCV,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",2014-12-23
0WHi11uzahqpEtPGYCW6oQ,If I Killed Someone For You,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,6jKZplJpy21R5lHaYHHjmZ,Narrated For You,2018-11-16
0KYoHdY1QXaTGA5UEqTIRX,Left and Right,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,3qEmPQjmkXaszhDGxMTRAi,Hits UK,2022-11-25
72HP2M4jjw4t0AIGdEVGEF,Take Me Home For Christmas,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,5nzOzmqaWGkrlfWfk9Jrfh,Take Me Home For Christmas,2020-11-06
1RujvyGPMWFGKAASzXmCpU,Cheap Queen,6beUvFUlKliUYJdLOXNj9C,King Princess,00uqjqwLruO346z3cNlNqG,Cheap Queen,2019-10-25
0IGUXY4JbK18bu9oD4mPIm,TOMBOY,2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,1T2W9vDajFreUuycPDjUXk,I NEVER DIE,2022-03-14
